epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,4833.78,0.714,0.45041,1.2578,0.98956,0.98499,0.99453,0.83899,0.69235,0.3336,1.19735,7.06335e-05,7.06335e-05,7.06335e-05
57,4919.31,0.72401,0.44368,1.26614,0.98789,0.9896,0.99447,0.83528,0.71294,0.34314,1.24921,6.9682e-05,6.9682e-05,6.9682e-05
58,5004.36,0.72592,0.45408,1.27526,0.98713,0.99376,0.99445,0.84548,0.67579,0.3259,1.17833,6.87222e-05,6.87222e-05,6.87222e-05
59,5090.72,0.69876,0.43667,1.2503,0.99113,0.99168,0.99483,0.84006,0.68058,0.32902,1.1603,6.77543e-05,6.77543e-05,6.77543e-05
60,5177.15,0.69223,0.4271,1.24239,0.98003,0.9896,0.99459,0.83944,0.67379,0.32769,1.1657,6.67789e-05,6.67789e-05,6.67789e-05
61,5262.38,0.68657,0.43184,1.23891,0.99042,0.98545,0.99458,0.84454,0.69085,0.32009,1.18159,6.57963e-05,6.57963e-05,6.57963e-05
62,5348.04,0.69549,0.43215,1.24569,0.99581,0.98904,0.99481,0.83623,0.67167,0.32057,1.19751,6.48071e-05,6.48071e-05,6.48071e-05
63,5433.61,0.68315,0.41831,1.2342,0.99168,0.99134,0.99487,0.84487,0.68178,0.31426,1.19737,6.38115e-05,6.38115e-05,6.38115e-05
64,5519.61,0.67727,0.41799,1.23653,0.99271,0.98753,0.99462,0.83588,0.68806,0.32312,1.21111,6.28101e-05,6.28101e-05,6.28101e-05
65,5605.05,0.6688,0.41854,1.22526,0.99706,0.99168,0.99485,0.81934,0.71036,0.32485,1.22382,6.18034e-05,6.18034e-05,6.18034e-05
66,5690.26,0.68508,0.42801,1.23308,0.97964,0.97921,0.99422,0.83509,0.67538,0.3274,1.16829,6.07916e-05,6.07916e-05,6.07916e-05
67,5775.78,0.67602,0.42855,1.23236,0.97114,0.97944,0.99323,0.85067,0.64646,0.32942,1.14548,5.97754e-05,5.97754e-05,5.97754e-05
68,5861.87,0.65517,0.40989,1.20661,0.99661,0.9896,0.99483,0.83449,0.68413,0.32152,1.20023,5.87551e-05,5.87551e-05,5.87551e-05
69,5947.35,0.64347,0.39711,1.2036,0.99581,0.9893,0.99488,0.85511,0.67956,0.30492,1.1874,5.77311e-05,5.77311e-05,5.77311e-05
70,6033.38,0.6453,0.39932,1.19969,0.98756,0.99055,0.99449,0.84897,0.66998,0.31254,1.17054,5.6704e-05,5.6704e-05,5.6704e-05
71,6119,0.63721,0.40225,1.18802,0.99371,0.98476,0.99469,0.83756,0.71823,0.33008,1.24089,5.56742e-05,5.56742e-05,5.56742e-05
72,6204.74,0.64231,0.40289,1.19816,0.99517,0.98753,0.99488,0.86223,0.64855,0.29747,1.15384,5.46421e-05,5.46421e-05,5.46421e-05
73,6291.59,0.64871,0.39667,1.20059,0.99167,0.99168,0.99477,0.84861,0.68779,0.30511,1.20228,5.36081e-05,5.36081e-05,5.36081e-05
74,6376.85,0.62754,0.38338,1.19951,0.99351,0.99376,0.99485,0.86723,0.63403,0.29117,1.14582,5.25728e-05,5.25728e-05,5.25728e-05
75,6464.05,0.62611,0.38315,1.18946,0.99623,0.98753,0.99492,0.87625,0.61138,0.28503,1.13059,5.15366e-05,5.15366e-05,5.15366e-05
76,6551.62,0.62424,0.38421,1.18893,0.98958,0.98719,0.99409,0.85477,0.6545,0.29996,1.16132,5.05e-05,5.05e-05,5.05e-05
77,6637.27,0.61462,0.37473,1.18099,0.99164,0.98688,0.99457,0.85234,0.63292,0.30456,1.13245,4.94634e-05,4.94634e-05,4.94634e-05
78,6722.83,0.61943,0.38033,1.18132,0.99374,0.99032,0.99325,0.85428,0.65769,0.30988,1.17595,4.84272e-05,4.84272e-05,4.84272e-05
79,6808.75,0.60337,0.37086,1.18038,0.99093,0.99376,0.99485,0.86624,0.60853,0.28296,1.13542,4.73919e-05,4.73919e-05,4.73919e-05
80,6894.72,0.60461,0.37255,1.16998,0.99582,0.99132,0.99492,0.86122,0.63286,0.28186,1.14022,4.63579e-05,4.63579e-05,4.63579e-05
81,6981.87,0.61074,0.38248,1.18732,0.99735,0.99168,0.995,0.85951,0.60914,0.28164,1.12664,4.53258e-05,4.53258e-05,4.53258e-05
82,7067.56,0.60489,0.37157,1.17413,0.99334,0.99584,0.99496,0.8745,0.59013,0.27399,1.11402,4.4296e-05,4.4296e-05,4.4296e-05
83,7153.08,0.59585,0.37188,1.15743,1,0.99104,0.995,0.86978,0.61532,0.28356,1.11846,4.32689e-05,4.32689e-05,4.32689e-05
84,7239.36,0.59235,0.35992,1.16266,0.9979,0.98947,0.99496,0.86326,0.62721,0.2939,1.12859,4.22449e-05,4.22449e-05,4.22449e-05
85,7324.91,0.58992,0.36874,1.16374,1,0.98332,0.9949,0.85806,0.64137,0.29913,1.1483,4.12246e-05,4.12246e-05,4.12246e-05
86,7410.61,0.5782,0.35874,1.15514,0.99165,0.98731,0.99475,0.85816,0.62578,0.29854,1.13755,4.02084e-05,4.02084e-05,4.02084e-05
87,7496.14,0.57031,0.35298,1.14818,0.99328,0.9896,0.9946,0.87041,0.62823,0.2906,1.13106,3.91966e-05,3.91966e-05,3.91966e-05
88,7582.3,0.58264,0.36291,1.14934,0.99573,0.99376,0.99496,0.88006,0.60447,0.28257,1.10867,3.81899e-05,3.81899e-05,3.81899e-05
89,7671.14,0.56426,0.34988,1.1367,0.99791,0.99143,0.99496,0.87428,0.60531,0.27481,1.12157,3.71885e-05,3.71885e-05,3.71885e-05
90,7757.32,0.54841,0.33799,1.12903,0.99086,0.99376,0.99479,0.87532,0.61117,0.28541,1.12365,3.61929e-05,3.61929e-05,3.61929e-05
91,7842.74,0.57262,0.3489,1.14094,0.99345,0.99584,0.99483,0.88253,0.59374,0.27947,1.11192,3.52037e-05,3.52037e-05,3.52037e-05
92,7930.52,0.57882,0.35048,1.15522,0.99284,0.98337,0.99404,0.87338,0.61441,0.27976,1.15664,3.42211e-05,3.42211e-05,3.42211e-05
93,8016.56,0.55242,0.33751,1.129,0.98886,0.99168,0.99449,0.87463,0.60197,0.28534,1.12427,3.32457e-05,3.32457e-05,3.32457e-05
94,8101.94,0.56658,0.34152,1.14466,0.99582,0.99141,0.9949,0.87847,0.59038,0.27456,1.08729,3.22778e-05,3.22778e-05,3.22778e-05
95,8187.5,0.54983,0.3371,1.12952,0.99166,0.98893,0.99453,0.87742,0.58853,0.26901,1.10913,3.1318e-05,3.1318e-05,3.1318e-05
96,8273.6,0.53632,0.32622,1.11721,0.9979,0.98701,0.99475,0.87508,0.59965,0.27232,1.12946,3.03665e-05,3.03665e-05,3.03665e-05
97,8359.38,0.54885,0.33885,1.12939,0.99636,0.98545,0.99486,0.87986,0.5898,0.26662,1.10332,2.94239e-05,2.94239e-05,2.94239e-05
98,8445.08,0.54073,0.32843,1.11922,0.9997,0.98753,0.99492,0.87247,0.62906,0.27525,1.14474,2.84906e-05,2.84906e-05,2.84906e-05
99,8531.19,0.51212,0.3238,1.09937,1,0.9866,0.99492,0.87781,0.60755,0.26823,1.13248,2.75668e-05,2.75668e-05,2.75668e-05
100,8617.63,0.53816,0.32651,1.12237,0.99681,0.98753,0.9949,0.87686,0.59128,0.26316,1.13418,2.66532e-05,2.66532e-05,2.66532e-05
101,8703.46,0.53318,0.32355,1.11722,0.99571,0.9896,0.99481,0.88075,0.57964,0.25398,1.11516,2.575e-05,2.575e-05,2.575e-05
102,8789.25,0.53083,0.31861,1.11186,0.9938,0.99975,0.9949,0.87311,0.59337,0.25746,1.13501,2.48577e-05,2.48577e-05,2.48577e-05
103,8875.03,0.51953,0.32184,1.10296,1,0.99153,0.995,0.88824,0.5729,0.25269,1.09489,2.39766e-05,2.39766e-05,2.39766e-05
104,8962.63,0.52822,0.31818,1.10736,0.99534,0.99792,0.99496,0.88062,0.57445,0.25608,1.09969,2.31071e-05,2.31071e-05,2.31071e-05
105,9050.56,0.51741,0.31198,1.10564,0.99792,0.99774,0.995,0.89038,0.55873,0.25046,1.08947,2.22497e-05,2.22497e-05,2.22497e-05
106,9137.23,0.51155,0.30633,1.10334,0.99377,0.99546,0.99496,0.88851,0.56677,0.25424,1.10864,2.14046e-05,2.14046e-05,2.14046e-05
107,9222.67,0.50137,0.31035,1.09432,0.9979,0.99376,0.99496,0.88478,0.57192,0.25622,1.12156,2.05723e-05,2.05723e-05,2.05723e-05
108,9308.33,0.50612,0.31096,1.0943,0.99584,0.99471,0.99498,0.88278,0.58464,0.26102,1.13896,1.97532e-05,1.97532e-05,1.97532e-05
109,9393.94,0.50262,0.31014,1.094,0.99583,0.99584,0.99498,0.88664,0.57756,0.25863,1.11288,1.89475e-05,1.89475e-05,1.89475e-05
110,9479.48,0.50588,0.30377,1.09585,0.99359,0.99376,0.99496,0.88414,0.58504,0.25847,1.11936,1.81557e-05,1.81557e-05,1.81557e-05
111,9564.69,0.48467,0.29536,1.08313,0.99464,0.99584,0.99496,0.8877,0.5674,0.25385,1.10067,1.7378e-05,1.7378e-05,1.7378e-05
112,9650.74,0.50269,0.30856,1.08461,0.99377,0.99551,0.99498,0.88,0.57765,0.25225,1.11482,1.66149e-05,1.66149e-05,1.66149e-05
113,9736,0.49178,0.30501,1.07955,0.99354,0.99376,0.99494,0.87878,0.5826,0.25542,1.11909,1.58667e-05,1.58667e-05,1.58667e-05
114,9821.16,0.48751,0.29768,1.07865,0.99535,0.99376,0.99496,0.88212,0.56918,0.25026,1.09362,1.51336e-05,1.51336e-05,1.51336e-05
115,9906.35,0.48705,0.29259,1.08454,1,0.99346,0.995,0.87888,0.57927,0.25418,1.10157,1.44161e-05,1.44161e-05,1.44161e-05
116,9992.24,0.48633,0.29418,1.06982,0.99732,0.99168,0.99498,0.89289,0.55555,0.24511,1.07611,1.37143e-05,1.37143e-05,1.37143e-05
117,10078.5,0.48088,0.29498,1.07561,0.99948,0.99376,0.995,0.88596,0.57418,0.24585,1.10185,1.30287e-05,1.30287e-05,1.30287e-05
118,10163.9,0.48217,0.2958,1.06956,1,0.9936,0.995,0.89624,0.56106,0.24444,1.09369,1.23596e-05,1.23596e-05,1.23596e-05
119,10250.3,0.47855,0.28871,1.0745,0.99942,0.99376,0.995,0.89591,0.55947,0.24106,1.09888,1.17072e-05,1.17072e-05,1.17072e-05
120,10335.9,0.48031,0.29249,1.07606,0.998,0.99376,0.995,0.89532,0.55242,0.23707,1.09459,1.10718e-05,1.10718e-05,1.10718e-05
121,10421.9,0.47268,0.29113,1.0765,0.99937,0.99168,0.995,0.88597,0.5616,0.23796,1.10354,1.04537e-05,1.04537e-05,1.04537e-05
122,10507.6,0.47316,0.29216,1.07044,0.99976,0.99168,0.995,0.88312,0.57375,0.24354,1.11447,9.85311e-06,9.85311e-06,9.85311e-06
123,10593.2,0.46832,0.29268,1.0699,0.99584,0.99493,0.99496,0.88722,0.56437,0.24257,1.10793,9.2704e-06,9.2704e-06,9.2704e-06
124,10679.6,0.47535,0.28965,1.07419,0.99584,0.99544,0.99498,0.88779,0.56628,0.24043,1.10953,8.70577e-06,8.70577e-06,8.70577e-06
125,10765.5,0.46864,0.2891,1.07644,0.99584,0.99559,0.99496,0.89217,0.5584,0.23941,1.10673,8.15947e-06,8.15947e-06,8.15947e-06
126,10851.4,0.46378,0.28496,1.06966,0.99549,0.99584,0.99496,0.89056,0.56558,0.23967,1.11023,7.63174e-06,7.63174e-06,7.63174e-06
127,10937.5,0.45717,0.27753,1.06527,0.99556,0.99584,0.99496,0.89253,0.5668,0.23968,1.10479,7.12282e-06,7.12282e-06,7.12282e-06
128,11023.4,0.45608,0.27881,1.06262,0.99377,0.99548,0.99494,0.89306,0.55693,0.23542,1.0985,6.63292e-06,6.63292e-06,6.63292e-06
129,11109.3,0.46055,0.28485,1.05675,0.99352,0.99376,0.99494,0.89601,0.55184,0.23755,1.09339,6.16227e-06,6.16227e-06,6.16227e-06
130,11194.8,0.45735,0.28516,1.06011,0.99791,0.99117,0.99498,0.89144,0.5557,0.24006,1.09844,5.71106e-06,5.71106e-06,5.71106e-06
131,11280.8,0.45953,0.28329,1.05631,0.99791,0.99129,0.99496,0.893,0.55339,0.24051,1.10441,5.2795e-06,5.2795e-06,5.2795e-06
132,11366.9,0.44862,0.27656,1.06031,0.99754,0.99168,0.99496,0.89826,0.5513,0.23893,1.09527,4.86777e-06,4.86777e-06,4.86777e-06
133,11454.4,0.46435,0.28517,1.06599,0.99377,0.99566,0.99496,0.89468,0.5606,0.23757,1.11171,4.47606e-06,4.47606e-06,4.47606e-06
134,11540.2,0.45268,0.28154,1.05555,0.99378,0.99582,0.99496,0.89531,0.55528,0.23686,1.10565,4.10454e-06,4.10454e-06,4.10454e-06
135,11625.9,0.43674,0.27191,1.0477,0.99378,0.99574,0.99496,0.89551,0.55365,0.23854,1.10648,3.75337e-06,3.75337e-06,3.75337e-06
136,11711.9,0.4461,0.27554,1.05132,0.99377,0.9954,0.99496,0.89179,0.56089,0.24159,1.11174,3.4227e-06,3.4227e-06,3.4227e-06
137,11797.5,0.44306,0.27201,1.05101,0.99774,0.9896,0.99496,0.8922,0.55249,0.24088,1.10352,3.11268e-06,3.11268e-06,3.11268e-06
138,11884.4,0.45525,0.28243,1.05576,0.99377,0.99527,0.99496,0.89097,0.55165,0.23661,1.10359,2.82345e-06,2.82345e-06,2.82345e-06
139,11970.3,0.45063,0.27333,1.06275,0.99577,0.99584,0.99498,0.89036,0.54712,0.23354,1.0957,2.55513e-06,2.55513e-06,2.55513e-06
140,12055.9,0.44525,0.27808,1.05626,0.99584,0.99556,0.99498,0.89177,0.55108,0.23391,1.10091,2.30784e-06,2.30784e-06,2.30784e-06
141,12143.4,0.34976,0.18017,0.90801,0.99331,0.99376,0.99483,0.87208,0.57475,0.25217,1.14239,2.08169e-06,2.08169e-06,2.08169e-06
142,12229.1,0.32574,0.17178,0.89564,0.99488,0.99376,0.99485,0.87349,0.57293,0.24933,1.13948,1.87678e-06,1.87678e-06,1.87678e-06
143,12314.7,0.33805,0.17341,0.90466,0.99529,0.99376,0.99485,0.88064,0.56297,0.24321,1.12278,1.6932e-06,1.6932e-06,1.6932e-06
144,12401.7,0.32361,0.17061,0.89237,0.9952,0.99376,0.99485,0.88043,0.56075,0.24243,1.1171,1.53102e-06,1.53102e-06,1.53102e-06
145,12487.6,0.32717,0.17297,0.89294,0.99534,0.99376,0.99487,0.88129,0.5635,0.24224,1.11765,1.39032e-06,1.39032e-06,1.39032e-06
146,12573.8,0.32201,0.16745,0.89093,0.9951,0.99376,0.99487,0.88559,0.55868,0.23993,1.11426,1.27117e-06,1.27117e-06,1.27117e-06
147,12659.5,0.3254,0.16953,0.89058,0.99563,0.99376,0.9949,0.88617,0.55831,0.24028,1.11316,1.1736e-06,1.1736e-06,1.1736e-06
