epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2672.14,1.02457,0.68822,1.53712,0.98392,0.98302,0.99298,0.77836,0.90145,0.41642,1.38533,9.65239e-05,9.65239e-05,9.65239e-05
20,2812.76,0.98407,0.67942,1.51035,0.98201,0.99346,0.99275,0.77077,0.91412,0.41013,1.40029,9.61322e-05,9.61322e-05,9.61322e-05
21,2951.62,0.99414,0.68086,1.51713,0.97188,0.98583,0.99182,0.77171,0.88204,0.41238,1.40159,9.57205e-05,9.57205e-05,9.57205e-05
22,3090.29,0.97801,0.66183,1.50496,0.98258,0.97844,0.99326,0.77323,0.88112,0.40142,1.36676,9.52889e-05,9.52889e-05,9.52889e-05
23,3228.79,0.97313,0.66199,1.49733,0.98442,0.98733,0.99389,0.78672,0.86993,0.40747,1.37196,9.48377e-05,9.48377e-05,9.48377e-05
24,3368.24,0.98164,0.64075,1.50452,0.98384,0.98772,0.9936,0.78275,0.88845,0.40461,1.36269,9.43671e-05,9.43671e-05,9.43671e-05
25,3508.11,0.96807,0.63315,1.48937,0.97887,0.98574,0.99107,0.7841,0.86905,0.40004,1.35904,9.38772e-05,9.38772e-05,9.38772e-05
26,3646.44,0.94471,0.64406,1.47549,0.9795,0.97613,0.99137,0.78152,0.87587,0.39938,1.35786,9.33683e-05,9.33683e-05,9.33683e-05
27,3784.83,0.93352,0.60334,1.46043,0.9817,0.98649,0.9939,0.79684,0.84407,0.3814,1.36298,9.28405e-05,9.28405e-05,9.28405e-05
28,3925.32,0.94044,0.61502,1.46839,0.9847,0.98038,0.99259,0.80022,0.82975,0.39157,1.34735,9.22942e-05,9.22942e-05,9.22942e-05
29,4065.35,0.92184,0.61474,1.45145,0.98528,0.98545,0.99382,0.79609,0.83062,0.38253,1.34494,9.17296e-05,9.17296e-05,9.17296e-05
30,4204.32,0.91924,0.60719,1.45455,0.98727,0.98776,0.99396,0.79698,0.83579,0.37488,1.32549,9.11469e-05,9.11469e-05,9.11469e-05
31,4343.11,0.91059,0.6095,1.44542,0.98921,0.9861,0.99387,0.80761,0.81089,0.37647,1.31422,9.05463e-05,9.05463e-05,9.05463e-05
32,4482.58,0.89592,0.59012,1.42834,0.98675,0.98982,0.99307,0.79247,0.82364,0.38602,1.33597,8.99282e-05,8.99282e-05,8.99282e-05
33,4621.03,0.89118,0.57262,1.41882,0.98409,0.98953,0.9945,0.79821,0.82468,0.35913,1.33126,8.92928e-05,8.92928e-05,8.92928e-05
34,4759.54,0.87737,0.58421,1.4147,0.98753,0.98849,0.99374,0.80001,0.81535,0.35595,1.30409,8.86404e-05,8.86404e-05,8.86404e-05
35,4898.85,0.87328,0.57633,1.40763,0.99216,0.98776,0.99467,0.81495,0.80424,0.3448,1.30856,8.79713e-05,8.79713e-05,8.79713e-05
36,5038.63,0.86052,0.55103,1.40069,0.98953,0.98418,0.99358,0.82096,0.77707,0.35835,1.28225,8.72857e-05,8.72857e-05,8.72857e-05
37,5180.2,0.85573,0.54378,1.3948,0.97833,0.99253,0.99346,0.83267,0.76325,0.34263,1.26777,8.65839e-05,8.65839e-05,8.65839e-05
38,5320.35,0.85168,0.54396,1.38553,0.98729,0.9872,0.99411,0.81356,0.77914,0.34591,1.29059,8.58664e-05,8.58664e-05,8.58664e-05
39,5458.72,0.83774,0.53795,1.37907,0.98834,0.98751,0.99431,0.80745,0.79002,0.35805,1.29219,8.51333e-05,8.51333e-05,8.51333e-05
40,5597.35,0.83896,0.53994,1.3815,0.98247,0.99063,0.99263,0.82189,0.76286,0.35411,1.28151,8.43851e-05,8.43851e-05,8.43851e-05
41,5735.4,0.83281,0.54371,1.3814,0.98803,0.99356,0.99429,0.82617,0.76939,0.33378,1.26665,8.3622e-05,8.3622e-05,8.3622e-05
42,5874.61,0.83332,0.53974,1.37658,0.98741,0.99191,0.99428,0.82431,0.76721,0.34383,1.28139,8.28443e-05,8.28443e-05,8.28443e-05
43,6013.16,0.82633,0.52185,1.36566,0.99285,0.99322,0.99436,0.82251,0.76476,0.33555,1.25748,8.20525e-05,8.20525e-05,8.20525e-05
44,6151.53,0.81927,0.526,1.35705,0.98056,0.99149,0.9932,0.8209,0.75357,0.34213,1.27614,8.12468e-05,8.12468e-05,8.12468e-05
45,6290.48,0.81616,0.51485,1.35122,0.99036,0.99075,0.99422,0.83109,0.75593,0.33982,1.27184,8.04277e-05,8.04277e-05,8.04277e-05
46,6430.45,0.81888,0.52671,1.3545,0.98746,0.98714,0.99359,0.82532,0.74954,0.3378,1.2373,7.95954e-05,7.95954e-05,7.95954e-05
47,6569.28,0.7957,0.50723,1.33256,0.99192,0.99239,0.99392,0.82195,0.76204,0.3349,1.26262,7.87503e-05,7.87503e-05,7.87503e-05
48,6708.12,0.81551,0.51671,1.352,0.98533,0.9885,0.99367,0.82365,0.76227,0.34043,1.28768,7.78929e-05,7.78929e-05,7.78929e-05
49,6846.37,0.79759,0.51426,1.33685,0.98989,0.97636,0.99415,0.8243,0.74953,0.33943,1.25807,7.70234e-05,7.70234e-05,7.70234e-05
50,6984.81,0.78164,0.50126,1.32812,0.98887,0.99085,0.99437,0.83456,0.747,0.33641,1.2746,7.61423e-05,7.61423e-05,7.61423e-05
51,7124.44,0.78374,0.49524,1.32735,0.9895,0.99337,0.99464,0.84061,0.73458,0.32663,1.24578,7.525e-05,7.525e-05,7.525e-05
52,7263.76,0.78345,0.48849,1.32336,0.99431,0.98791,0.99422,0.83245,0.73684,0.32572,1.23102,7.43468e-05,7.43468e-05,7.43468e-05
53,7402.72,0.77822,0.48236,1.31683,0.98427,0.99295,0.99415,0.83892,0.7211,0.32224,1.23011,7.34332e-05,7.34332e-05,7.34332e-05
54,7543.06,0.75997,0.47902,1.31226,0.98725,0.99172,0.99463,0.83775,0.73598,0.32983,1.23518,7.25094e-05,7.25094e-05,7.25094e-05
55,7682.21,0.76629,0.48199,1.30559,0.99419,0.99277,0.99431,0.84271,0.71259,0.3125,1.22365,7.15761e-05,7.15761e-05,7.15761e-05
56,7822.16,0.78031,0.48218,1.31941,0.98524,0.99415,0.99416,0.83969,0.72773,0.31622,1.24677,7.06335e-05,7.06335e-05,7.06335e-05
57,7960.91,0.75046,0.46889,1.29137,0.98575,0.99295,0.99454,0.84633,0.69756,0.31528,1.20675,6.9682e-05,6.9682e-05,6.9682e-05
58,8101.86,0.75054,0.4772,1.29923,0.98986,0.99265,0.99395,0.84551,0.69822,0.31261,1.22119,6.87222e-05,6.87222e-05,6.87222e-05
59,8240.58,0.75299,0.4656,1.30043,0.99121,0.99397,0.99299,0.84441,0.69216,0.30789,1.20255,6.77543e-05,6.77543e-05,6.77543e-05
60,8379.51,0.74535,0.46114,1.29614,0.98811,0.99483,0.99486,0.85335,0.68462,0.29757,1.22218,6.67789e-05,6.67789e-05,6.67789e-05
61,8518.95,0.74115,0.46729,1.29265,0.99451,0.99132,0.99472,0.83336,0.71467,0.30976,1.24787,6.57963e-05,6.57963e-05,6.57963e-05
62,8657.29,0.72163,0.44303,1.27545,0.99009,0.99033,0.9947,0.84797,0.70408,0.31336,1.21806,6.48071e-05,6.48071e-05,6.48071e-05
63,8795.59,0.71325,0.44887,1.2597,0.99263,0.98941,0.99453,0.84191,0.70392,0.30772,1.23668,6.38115e-05,6.38115e-05,6.38115e-05
64,8934.86,0.73175,0.45549,1.28459,0.98737,0.99216,0.99343,0.85039,0.6713,0.30078,1.18648,6.28101e-05,6.28101e-05,6.28101e-05
65,9073.15,0.71175,0.44447,1.27073,0.99437,0.98762,0.99431,0.85483,0.67869,0.30349,1.20589,6.18034e-05,6.18034e-05,6.18034e-05
66,9212.15,0.71311,0.44055,1.2719,0.98803,0.98565,0.99394,0.8557,0.67451,0.30931,1.20618,6.07916e-05,6.07916e-05,6.07916e-05
67,9351.53,0.7096,0.44007,1.26758,0.99171,0.99113,0.99424,0.85999,0.65934,0.29754,1.1969,5.97754e-05,5.97754e-05,5.97754e-05
68,9491.32,0.70063,0.43145,1.25345,0.99562,0.98693,0.99453,0.85913,0.67259,0.29405,1.19745,5.87551e-05,5.87551e-05,5.87551e-05
69,9629.98,0.68643,0.4238,1.24507,0.99189,0.99512,0.99489,0.85602,0.68336,0.30045,1.2253,5.77311e-05,5.77311e-05,5.77311e-05
70,9769.26,0.69244,0.4177,1.25158,0.99166,0.99264,0.99472,0.85679,0.67238,0.2975,1.19834,5.6704e-05,5.6704e-05,5.6704e-05
71,9907.49,0.686,0.4145,1.24021,0.9922,0.99553,0.99465,0.85564,0.65844,0.28493,1.17755,5.56742e-05,5.56742e-05,5.56742e-05
72,10047.1,0.68471,0.42125,1.24057,0.98858,0.99357,0.99407,0.85398,0.65895,0.2894,1.18817,5.46421e-05,5.46421e-05,5.46421e-05
73,10185.5,0.69203,0.42665,1.24964,0.99104,0.99299,0.99385,0.8553,0.67598,0.29657,1.21374,5.36081e-05,5.36081e-05,5.36081e-05
74,10323.9,0.67039,0.40957,1.225,0.98967,0.99275,0.99297,0.8419,0.69087,0.30221,1.22806,5.25728e-05,5.25728e-05,5.25728e-05
75,10462.9,0.66754,0.41016,1.23064,0.99318,0.99187,0.9945,0.85376,0.65837,0.29017,1.18773,5.15366e-05,5.15366e-05,5.15366e-05
76,10601.5,0.65922,0.40723,1.22683,0.99103,0.98818,0.99344,0.84832,0.67993,0.30482,1.22317,5.05e-05,5.05e-05,5.05e-05
77,10739.6,0.66747,0.40718,1.23025,0.99165,0.98652,0.99355,0.85141,0.68416,0.30195,1.20862,4.94634e-05,4.94634e-05,4.94634e-05
78,10878.6,0.66248,0.40821,1.23153,0.99594,0.99195,0.99382,0.8593,0.66302,0.28582,1.20006,4.84272e-05,4.84272e-05,4.84272e-05
79,11016.9,0.6562,0.40357,1.21926,0.99172,0.99191,0.99474,0.86302,0.65433,0.28672,1.18936,4.73919e-05,4.73919e-05,4.73919e-05
80,11156.5,0.65399,0.39821,1.21507,0.99246,0.99088,0.99403,0.86561,0.65258,0.28562,1.20087,4.63579e-05,4.63579e-05,4.63579e-05
81,11296.2,0.6483,0.39785,1.21217,0.99566,0.99253,0.99492,0.85489,0.65735,0.28804,1.20651,4.53258e-05,4.53258e-05,4.53258e-05
82,11434.8,0.63801,0.39033,1.20648,0.9899,0.99512,0.99325,0.85656,0.65916,0.28926,1.20205,4.4296e-05,4.4296e-05,4.4296e-05
83,11573.3,0.62816,0.38026,1.20001,0.99328,0.99088,0.99434,0.86617,0.63976,0.28026,1.18938,4.32689e-05,4.32689e-05,4.32689e-05
84,11713.1,0.63826,0.39097,1.20908,0.9939,0.99446,0.99447,0.8561,0.64335,0.28102,1.18807,4.22449e-05,4.22449e-05,4.22449e-05
85,11851.5,0.62426,0.38878,1.19791,0.99139,0.99457,0.99473,0.86648,0.6409,0.2745,1.19079,4.12246e-05,4.12246e-05,4.12246e-05
86,11990.6,0.6307,0.38443,1.19383,0.99002,0.99562,0.9946,0.86664,0.6377,0.27528,1.19614,4.02084e-05,4.02084e-05,4.02084e-05
87,12131.3,0.61575,0.37552,1.18632,0.99064,0.99286,0.9944,0.86685,0.63051,0.27111,1.18747,3.91966e-05,3.91966e-05,3.91966e-05
88,12271,0.61331,0.37261,1.18448,0.99052,0.99088,0.9944,0.86514,0.63149,0.27249,1.18045,3.81899e-05,3.81899e-05,3.81899e-05
89,12409.4,0.61818,0.37885,1.18945,0.99213,0.99357,0.99461,0.86889,0.63031,0.27471,1.16996,3.71885e-05,3.71885e-05,3.71885e-05
90,12550.1,0.61019,0.37156,1.18407,0.99264,0.99115,0.99484,0.85974,0.65238,0.27954,1.21074,3.61929e-05,3.61929e-05,3.61929e-05
91,12689.2,0.61322,0.37822,1.18439,0.99035,0.99106,0.99459,0.85879,0.64741,0.28449,1.18838,3.52037e-05,3.52037e-05,3.52037e-05
92,12828.2,0.60201,0.3679,1.17179,0.99086,0.99427,0.99471,0.87153,0.6119,0.27246,1.16043,3.42211e-05,3.42211e-05,3.42211e-05
93,12968.9,0.60828,0.36529,1.18294,0.98982,0.99267,0.99431,0.8662,0.62694,0.27061,1.17947,3.32457e-05,3.32457e-05,3.32457e-05
94,13107.9,0.58865,0.35766,1.16218,0.99237,0.99399,0.99464,0.86989,0.62701,0.26207,1.19453,3.22778e-05,3.22778e-05,3.22778e-05
95,13246.4,0.59091,0.36231,1.1605,0.99007,0.99234,0.99459,0.86669,0.62345,0.26979,1.18509,3.1318e-05,3.1318e-05,3.1318e-05
96,13385,0.58784,0.35487,1.16337,0.99327,0.98967,0.99453,0.87001,0.60747,0.26152,1.16994,3.03665e-05,3.03665e-05,3.03665e-05
97,13523.3,0.59226,0.35726,1.16253,0.99327,0.99209,0.99491,0.86141,0.62818,0.26276,1.18756,2.94239e-05,2.94239e-05,2.94239e-05
98,13661.9,0.58184,0.35286,1.15505,0.99432,0.99565,0.99494,0.85902,0.62978,0.26993,1.17883,2.84906e-05,2.84906e-05,2.84906e-05
99,13801.9,0.58419,0.35336,1.15308,0.99318,0.9938,0.99478,0.86173,0.63365,0.26962,1.17346,2.75668e-05,2.75668e-05,2.75668e-05
100,13940.6,0.57172,0.34367,1.14416,0.9966,0.9896,0.99483,0.86699,0.62375,0.26807,1.16972,2.66532e-05,2.66532e-05,2.66532e-05
101,14078.9,0.56963,0.34958,1.14431,0.99524,0.9907,0.99373,0.85906,0.62584,0.26936,1.17118,2.575e-05,2.575e-05,2.575e-05
102,14218.2,0.57086,0.33841,1.14817,0.98825,0.99264,0.99406,0.87011,0.61436,0.26179,1.16332,2.48577e-05,2.48577e-05,2.48577e-05
103,14359.4,0.57731,0.34445,1.15034,0.99382,0.99412,0.99483,0.86457,0.62566,0.26294,1.19567,2.39766e-05,2.39766e-05,2.39766e-05
104,14497.8,0.56857,0.34448,1.1489,0.992,0.99164,0.99445,0.86405,0.62306,0.26432,1.18192,2.31071e-05,2.31071e-05,2.31071e-05
105,14637.8,0.56282,0.33725,1.14561,0.99059,0.99291,0.99478,0.86241,0.62332,0.26234,1.18267,2.22497e-05,2.22497e-05,2.22497e-05
106,14777.3,0.55744,0.33751,1.13746,0.99253,0.99165,0.99481,0.86816,0.6213,0.26198,1.17809,2.14046e-05,2.14046e-05,2.14046e-05
107,14915.9,0.54937,0.33604,1.13193,0.99623,0.99193,0.99496,0.86823,0.62686,0.2609,1.18156,2.05723e-05,2.05723e-05,2.05723e-05
